tweet,hate,userID,likes,comments,views,shares,tags
If a chick wants me to eat her pussy then leave I'll accept gladly. Lol,0,7E0CF26C,118,693,1429,437,18
If a cute bitch fucks with a lame nigga she automatically becomes 10 times less attractive in my eyes,1,56A06A74,798,233,561,598,9
"If a nigca neva told you ""bitch you got some bomb azz puzzy"" kill yaself bitch http://t.co/CZXRV9to4A",1,E24D0B46,156,313,956,610,73
If a nigga in nap can fuck my bitch that mean she lame for fuckin a lame.... All deez niggas here corny asl,1,85C98160,365,367,774,548,26
If a nigga is watching Love and HipHop instead of the playoffs he gay denna bitch,1,4335B4E7,1057,639,1327,78,16
If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,1,2EC7BF28,1190,991,295,643,32
"If a spic ever talks to a white person and the white person kills them, it's self defense.",0,8D3E5277,720,542,1498,446,81
If a teacher gave me some pussy in elementary school I got to tell somebody.,0,6F4B9BFD,255,726,664,367,13
"If a teacher tried to throw me some pussy when I was in school, nigga I ain't sayin shit",1,AD385081,497,540,780,507,37
If anxiety was a person I'd kill that bitch so fuckin fast.,0,4BD7B6DE,788,877,1403,449,62
If anyone ever gets an attitude or w e with me idgaf who it is I am going to be a bitch right back &#128076;&#128076;,0,2867D5AD,224,163,1054,167,26
If anyone wants to bring me a sweet tea to my party.. That'd make my bday perfect.. Well that and cracker barrel &#128525;&#128525;,0,5D66B6A3,160,161,1406,623,43
"If anything I've ever said has offended you, that's a YOU problem not a me problem. Don't be such a little bitch.",0,BEDEEFA8,867,261,1439,312,13
"If eating the pussy makes you happy, I'm all for it. :)",0,B4AA85A6,1088,79,1358,459,33
"If ever sports seemed scripted , this ending to this Yankee game proved it",0,741EA7F6,1185,563,192,512,52
"If everybody already hit, Of course a nigga can't take you seriously.. Idk why hoes be so surprised..",0,FB2336C8,236,788,96,651,39
"If her bio says ""Only God can judge me"" she's a hoe.",0,4BC89C1A,399,915,1430,485,24
If her mom was/is a hoe then she's most likely a hoe too. Where do you think she learned it from?,0,7EFE5967,825,67,244,186,43
If i aint hit that bitch then i aint hit that bitch why lie about it thats petty bullshit,0,1AB90F63,983,16,1191,55,52
If i fucked her i know every niggah want her.,1,C38102BC,107,657,954,243,7
"If i straighten my hair, it's gonna be long and the hoes gonna hate &#128553;&#128514;&#128514;",0,713A9B7B,573,48,1127,130,87
If i was to get a rich girl so be it. At least she likes me. She saw something in me you hoes didn't see,0,79A27D9A,389,198,87,372,41
If i wasn't a Yankee fan i probably would be a SF Giants fan LOL,0,5E3BEE25,261,856,1328,572,84
"If it wasn't for this blanket, my nips would be harder than the search for Anne Frank..",0,4649E5C5,1100,92,987,683,78
If joining the army gets you bitches then to the army I go.,0,47698960,67,771,1106,216,94
"If luke hemmings really thinks they're trash, I MUST BE FUCKING DIRT BC YOU BOYS ARE BEAUTIFUL DAMMIT",0,6A2F620E,457,715,1054,615,85
"If my anger materialized, it would be a fucking atom bomb to blow this bitch up.",0,137E5D88,1089,330,85,94,33
"If my bf posts a pic of my daughter, just like it and keep scrolling. Your comments aren't necessary. Yes bitch, I know she's cute.",0,D78B97E3,946,202,469,547,68
If my bitch wear a bacon bra....im taking that ass to funky town,0,9577494C,491,516,988,428,14
If my friends don't wanna hangout my automatic response is to call them a bitch. Whoops.,0,68EFC026,807,130,1378,67,47
If my tweets hit too close to home why you subbing me lil stupid ass bitch? Check Ya own fucking self issues lil bitch.,0,D85FB1A9,1061,233,811,667,16
"If not for GZ, #Trayvon would be alive right this second... Smoking a bowl and tweeting about ""bitches and hoes"". Such a nice kid he was...",1,2BE84C26,767,894,267,34,8
If not then you are a coward and afraid showing you have no faith..Just another devils bitch...,0,879F9CAE,977,631,778,258,27
If only I dated a girl that lived off Mack Road I could just get the holy trinity of Sacramento ghettos on a daily basis,0,78364B29,749,718,563,446,48
If only everyone knew the real you...fakest bitch I know,0,B86BF81F,1017,487,543,168,44
If only my new local mall wasn't so ghetto,0,F82BF39A,1151,339,1358,542,70
If only you bitches REALLY knew,0,253C1E23,305,885,276,670,95
If pussy lips could talk ill go down there like it's whispering,0,12EBD62D,394,54,810,330,93
If she a hoe I'm a hoe.,0,3058FD4F,1104,687,882,332,64
If she a hoe on social media she a hoe in real life too,0,CCD76A60,20,738,293,5,22
If she ain't yo lady u better not text her ass good morning quit treating these side hoes like wifey material,0,46BD2E82,1022,319,1015,377,93
"If she aint talkin to you , then who she talking to ? Cus you know bitches cant stop talking #TrustIssues",0,E394D2F3,39,709,707,151,43
If she dont appreciate that and say yes. The bitch aint real.,0,391B4AEC,805,418,472,165,10
If she hates being kissed in the mouth she a hoe.Tell me different.,0,F590B201,6,443,1202,469,20
"If she know yo name way before you meet her, then dat bitch a EATTA!",0,B4FC9537,476,748,1284,587,75
"If she makes a good sandwhich and she give a good blowy, wife dat hoe up. That way you can eat while she eatting",0,6E034B64,253,588,1392,632,71
If she wears these to dinner then she's paying for her own food because Im treating that bitch like a stranger..... http://t.co/Pm5AA6PlW0,0,9DEF00E2,526,866,791,510,35
"If she'll tell you she's a ""badd bitch"" then listen.

She's bad for your health!",0,9A45ABE0,953,185,307,471,5
"If some one isn't an Anglo-Saxon Protestant, they have no right to be alive in the US. None at all, they are foreign filth.",0,0305FB39,1005,566,1016,85,54
If someone is part of 'James X' then he's a white trash cultist.,0,F81E19BE,768,702,1025,651,55
"If someone pushes you too hard today, they may be surprised ho... More for Capricorn http://t.co/3kpy22pi0E",0,01F15F71,18,398,84,291,80
"If that pussy aint Organic, Preservative free, No growth hormones, fresh, USDA approved, i aint fuckin with it.",0,5A62AC18,435,834,1014,35,58
"If that pussy don't come with head, I don't want it!!",0,7CC11B64,433,731,929,567,3
If that's yo hoe ... That's my hoe 2,0,FD00B128,820,520,645,210,25
If thats what yall hoes want then fuck it.,0,9A9A5D7A,328,560,1295,180,57
"If the @Yankees get Dempster, they just look like they're getting older. #smh Bring some youth!!! #mlb",0,39B6A058,742,502,911,108,9
"If the Yankees can't beat the Red Sox, they don't even deserve to be in the playoffs #yankees #redsox #mlb",0,F42080B4,977,38,587,362,74
"If the crust ain&#8217;t graham cracker, keep that pie",0,F4D4033D,68,692,1221,258,7
"If the only thing she talks about is her eyebrows, she got forest pussy.",0,DB7BF7F1,578,593,1207,602,56
If the servers for black ops 2 acts gay today this is my bitch fo the nite http://t.co/8rbDhEIa,0,5A7864F6,690,391,1019,416,72
"If the words whore, hoe, slut, prostitute, ect werent invented, their would be alot more pussy to go round",0,3E42D3C9,767,376,597,224,79
If the world was free of sucka free it would be just me and my nigs left,0,BE6E92BC,191,645,1016,508,100
If them niggas pussy we douche em we clean em out,1,ABEABACB,20,495,233,692,81
If these hoes ain't lying about being fat they hiding a backpage profile some where...,0,FB5918E8,1171,756,1275,13,5
If this bitch don't turn Crash in &#128545;&#128074;&#128299;,0,3DC779A9,283,303,1402,201,88
If this bitch hangs up on me one more time....,0,67E58C56,1137,162,751,598,38
If this bitch new the amount of shit I spoke bout her on my twittah lol,0,4B69F02B,223,823,769,680,91
If train officers that are wearing body armor stand back to watch the smoke clear. Why does every gun ho wanna be... http://t.co/cuLyANyQ,0,35FE1710,44,470,1453,239,46
If u a bad bitch #EnjoyYaDay,0,53F7798C,1118,885,954,403,16
If u a bitch an i hadddd u i wouldnt give a fuck if Chris brown bagged u bitch i had u already lol,0,FF80D7B1,5,314,569,212,79
If u ain't fucking u ain't sucking wat u Doin hoe &#128572;,1,170AD335,213,77,277,528,87
If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;,1,2C443389,84,640,1275,373,82
If u expect me to stop playin with niggas But u playin widd bitches I can't deal,1,6AB9D1A2,105,664,425,67,71
If u got yo shit pulled Upp past yo bellybutton YOU ARE TOO OLD FOR YOGA PANTS bitch it aint 1983,1,4E72C1F0,1091,419,558,554,64
If u know this bitch u know ur mexican http://t.co/Jyw85Vmp8K,0,75A319F1,792,299,1217,573,74
If u not talking bout money or weed bitch I don't even wanna talk to you.,0,B22B9FFF,747,742,947,208,24
"If ur bitch starts fukin yappin tae, ill make sure i break something vital. Warning: call polis with hazard that results in permanent damage",1,89D970E0,98,690,835,554,94
If viagra was for bitches it'd be called niagra,0,7F8A94F6,260,990,384,118,47
"If we get any trick of treaters I will be giving out Android advice. So... stop on in, faggots",0,AA0BA261,660,4,366,300,65
If y'all preppy bitches ever arguing like this at a party and don't do nothing y'all getting hit with a bottle fr,0,A681885F,1100,883,463,347,36
"If yall niggas gon be gay, why yall gotta be so over the top? Dressing up in bitch shit that women wouldnt even dare wear. Smh.",1,21A5BC05,43,983,1267,410,78
If yer gonna continue to be a contrarian bitch... go die then. I've no time for such trifling!,0,5F156371,482,808,605,70,89
"If yo name wus in this song you wus a hoe then, &amp; a overgrown THOT now.... http://t.co/1RbJoHBEN6",0,AEA847A2,812,859,714,71,67
"If yo nigga catch you cheating, and beat yo ass in front yo lil yeah, and lil yeah don't help. You still give him pussy ladies?",0,AEA13D71,1021,14,586,528,10
"If yo pussy good my ""Pullout"" game weak!!",0,A236A30F,1024,600,1480,531,23
"If you LIKE #chocolate or #sodapop and you tweet bad about #HappyColumbusDay..............YOU ARE A FUCKIN"" #retard #HYPOCRITE&gt;",1,96C13D91,1109,618,1463,507,5
"If you a bad bitch, put ya hands up high",0,CFA85AF3,67,837,1053,123,30
If you a hoe ima treat you like one just like if you're a good girl ima treat you like one. I don't discriminate,0,C9DA918B,788,520,891,379,23
If you a top notch bitch lemme here you holler. (:,0,F479E219,599,28,1408,359,59
If you act like a fucking retard when your high it's over mane stay away from me.,1,8D12F26D,360,230,574,78,85
If you ain't Stevie J's bitch of course you'll call him the scum of the earth.His bitches hooked while they're upset though.,0,4AE37ACD,351,660,953,405,71
"If you ain't a hoe, get up out my trap house @Reptar_07 .",0,C3F708E8,303,306,1429,17,100
If you ain't ma bro you better watch yo bitch &#128514;&#128514;&#128514;&#128076; borrow yo hoe introduce ma pimp !,0,12FD7803,658,779,987,566,0
If you ain't my bro... Your bitch single In My eyes &#128514;&#128170;,0,62EAE79A,1001,193,1125,642,72
"If you ain't sucking dick, why you sitting there with puckered lips? That's collagen, muhfuckin bitch",1,02BE0A91,831,169,379,273,85
"If you are descended from anything less than European nobility and/or royalty, then you are non-titled common gutter trash.",1,C46BEF80,143,197,169,657,34
If you are out clubbing every weekend and leaving your child with your baby momma I don't wanna hear you bitch about child support. &#128056;&#9749;,1,41CF0460,650,808,352,275,79
If you arent going to stick to one garbage can for recycling Im not going to give a single fuck about where Im putting my trash.,0,0860DD9F,805,733,439,302,56
If you ask me every bitch gay,1,8A942531,654,148,135,232,63
If you attractive people just gone up and assume you got hoes,1,C02F528C,868,940,1080,562,56
If you ballin then buy ya bitch something,0,BDA889E1,10,243,665,691,97
If you balling buy yo bitch somethin,1,C1B91843,543,285,1170,583,10
If you body count more then mine you a hoe js.,1,CDEB527D,592,757,1239,679,43
If you can't turn Instagram likes/follows into some real life shit #trash,1,0CCF6163,963,60,386,693,17
If you didn't have tattoos as a diversion for your bird chest and malnourished body sir... your instagram would be trash,0,91ECCB9E,1167,719,1136,457,93
If you don't fuck with @ChrisWebby your either A) slackin B) a turd burgular C) a pussy face. or D) all of the above #WhichIsIt ?,0,54DF83F3,974,274,628,133,63
"If you don't know what yo bitch doing tuat ain't you bitch, Im just sayin.",1,6617031A,956,762,1160,573,19
If you don't say thank you after someone holds the door open for you you're a bitch,0,4650299D,596,129,553,430,69
If you dont know uncle JJ your a bitch,0,8387D1A5,292,591,92,261,100
"If you enjoy hunting for sport, then you're trash. If you hunt for food, you deserve to starve.",1,22C87813,88,399,692,143,17
If you follow me on twitter and you are being loud cunt on the swings at wintersmith don't be a stranger &#128526;,0,4BD28BCB,517,704,966,593,4
If you fuckin for your rent you a lame hoe,0,A3ED942B,380,212,1145,653,22
"If you get into an argument with someone and say, ""Have a nice life &amp; good luck in Ohio."" that's a ""fuck you, bitch leave.""",0,66F53431,728,756,60,8,65
If you go to the barber shop on Friday you have to your charger and some snacks in that bitch &#128514;,0,2F1E9C1B,817,410,1002,62,35
"If you going to the strip club every weekend, you will never experience earned pussy.",0,A51A0069,537,400,618,116,65
If you got a body count already in 2014 you can't talk about anybody being a hoe,0,A8972AD4,1048,397,707,50,24
"If you got a good girl don't turn her into a ""bad bitch"".",0,2D677DD7,895,436,897,532,41
If you got a nigga and you another nigga #wcw you a hoe &#128514;&#128514;,0,084D509C,226,13,1327,186,0
If you got a problem with me bring it up with me before I tense up on yo bitch ass . -.-,0,37AE2573,176,243,756,569,20
"If you got charge a nigga up for tryna talk to your chick, You really a insecure faggot and have no control over her..",1,5.89E+65,676,769,1487,0,63
"If you got tats on your breast, you a trash ass bitch and stay far away from me with Ya acid pussy.",0,C8191768,851,580,689,221,94
"If you got to act like you cuffing a bitch to get ass your a lame forreal &#128514; , real niggas let bitches know what it is from jump&#10071;&#65039;",1,84617C6E,761,461,57,132,60
"If you hang with hoes, you're a hoe by association. If you try and debate this, you're a hoe. If you get offended by this, you're a hoe.&#128175;",0,BE62B83E,763,327,1245,119,57
If you have chemistry the only other thing you need is timing.. But timing's a bitch.,0,B091A82B,773,919,596,41,4
"If you have your friends jump into a fight, it shows that you're just an overall pussy.",0,7801BEE0,360,357,423,448,14
If you hoes stop shaving I'm running around spraying nair on all of y'all.,0,AE6BEDD6,552,671,1098,276,45
If you jump someone you're a bitch,0,DA45AC2B,238,443,92,206,65
If you jump someone you're a bitch regardless the situation,0,5FE1A43E,55,977,434,502,11
"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?",0,4CCBAA0D,1082,905,1353,633,68
If you know a guy has a newborn baby why the fuck are you trying to talk to him? Desperate ass hoe,0,CFB53454,654,334,711,697,25
"If you like the 24k gold rillos, your a pussy",0,8581EAE3,1046,655,139,304,12
"If you love somebody, you can't cheat, have hoes, do certain shit cause them limits type shit.",0,5A27DF27,75,600,862,321,92
"If you must call me a cracker, please call me a Cheez-It, not a saltine.",0,58BBE90C,315,736,483,434,91
If you not his momma or his sisters goodbye bitch! I do not have time for that.,0,FC647CDB,253,432,756,46,68
If you not lickin toes you a basic bitch.. And I can't fuck with a basic bitch,1,8EEE3355,951,780,1024,268,95
If you not my bitch. I really don't care &#128076;,0,D6ED7D23,195,883,111,76,67
If you one of my hoes .... make yourself known,1,61373B9B,322,617,555,514,83
If you only like cheese pizza you're a pussy. Stay away from me and my lovely combination pizza,0,0910F5DE,1001,276,1067,591,12
If you rat on your family just so you don't get in trouble you're a little bitch #BloodThickerThanWater,0,977A6F8A,1146,834,932,328,82
"If you really know me, you know all the problem i go through with all these hating ass bitches.",0,8EFB8253,282,869,1204,448,42
"If you said more today on the internet about Duck Dynasty than about the #NorthwestImperative, you're a useless whigger.",0,4459538C,789,442,1054,311,66
"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard.",0,DED895D3,1039,940,1448,361,98
If you say anything about me I'll knock ur boyfriend out. Go for it bitch. Your boyfriend is a pubeless runt.,0,A5E7241F,195,191,685,291,60
"If you see me , SPEAK bitch. !",0,2.11E+23,527,725,1298,378,5
"If you single, just start hitting up those hoes. &#128524; &#128129;",1,105F7C82,299,234,847,395,0
If you slow down for a puddle you're a bitch,1,6DF1F7B4,1007,614,344,578,69
If you sneak dissing &amp; I come to you tryna address the initial issue &amp; you say it ain't nothing... You a bitch,0,1C3F1267,224,433,1245,522,14
If you sweat pussy it's somethin new to you..,0,480908D8,1017,833,507,336,59
If you take a long time to text back you a hoe,0,A3B6C0DD,42,18,300,284,41
If you tell a dyke she looks just like a nigga is that a compliment? I've always wondered that,1,CA499773,1145,237,930,614,37
If you texting other niggas just let me know so I can find me some other bitches. No hard feelings,1,364F39DB,425,479,94,382,83
"If you think that the term #redskins being offensive is a political issue, you are ignorant.",0,4146EABB,413,339,784,238,68
If you want it come and buy it ain't no mufuckin fronting nowadays niccas playing games about a few hunned! -- @FenkellPayroll #Loud,0,1FA5203F,755,722,1253,149,72
If you was a bitch nigga in 2013 you still Gona be a bitch nigga in 2014 &#128175;&#128175;,1,A2B2CB4B,1042,610,149,363,80
If you will fuck or try and fuck ya niccas girl .. You a buster lol,0,5488F39D,398,322,500,686,90
"If you work a graveyard shift, she cheating on you off tops. Somebody else gon be tucking ya bitch in.",0,C1120E2F,722,626,515,686,97
"If you would have followed George Washington in 1776, it means that you're white trash.",0,5A08F9FF,276,664,90,285,100
"If you're a male and ""hoes/hos"" and/or ""bitches"" is your default word for women...you gotta go. Remove yourself, please.",0,4EEF0A76,1132,284,786,589,47
"If you're a whiney bitch, have a ZIMA and shut the fuck up! 
#Democrats http://t.co/ZAYMXsdza3",0,78A13609,664,42,662,87,24
If you're acting like more of a bitch than your bitch... there's a problem,0,C49E7A12,957,703,246,426,80
If you're being a little scared bitch about the POSSIBILITY of a louisville purge...just go to Ferguson.,0,92B58345,226,471,1268,467,58
"If you're gonna be a hoe, then don't look for relationships. you lost that privilege when you decided to be a hoe.",0,F489C869,876,79,151,606,15
If you're having girl problems I feel bad for you son. I got 99 problems but a bitch ain't one&#127911;&#127926;,0,84FAB6F1,91,486,1495,567,23
If you're not attractive .... bitch you ain't making my drinks...! TF you think this is.?,0,A8CC3E00,985,64,634,689,21
"If you're not directly descended from European royalty and upper nobility, then you're not fully human. You're just common gutter trash.",1,A6D64F0F,1176,754,1125,337,19
If you're not watching this Seahawks game you're hella bitch.,0,8EF2B5B6,713,273,1155,162,45
"If you've ever been to drunk to fish, you might be a redneck",0,9972A88D,241,793,435,290,49
"If your a nigga ... And you use the term "" yassssssssss "" im just gonna assume your a fag",1,536C928E,1119,654,1200,155,72
If your main reason for disliking something is because it is popular there is a 100% chance you're a little stupid idiot bitch baby child.,1,C406DC00,1038,548,293,615,60
"If your parents let you drink underage, they're fucking retarded and so are you.",0,4DC76E2C,985,460,486,411,51
"If your pussy stink, you aint goin to heaven",0,1E66E48D,901,933,423,419,58
If your twitter is private but your Instagram is public u r probs a trash talking thot,0,0C39F89D,156,394,1214,262,8
If youu let yo bitch leave with another niggah and don't say shit thats on youu!,1,CCBF6903,835,117,608,357,42
Iggy Azaelia is no one hit wonder. She is a bad bitch.,0,55A50D9E,906,272,936,133,25
Iggy is trending. Twitter's trash today.,0,800D6CDE,595,275,462,159,9
Igot to level 21 so far on flappy birds smh,0,D7B81E5D,594,184,213,187,24
Ihate a nosie bitch ',0,FBFA305C,1014,968,179,106,26
Ihate them mad bitches where the glad ones at?,0,5DB0C8EF,985,510,223,500,5
Iite Peyton don&#8217;t be a faggot this drive,0,713C6FB9,166,572,1073,378,85
Ik his bitch ass saw me mentioned his tall ass,0,5A7ABE52,383,75,1289,626,35
"Iknow a couple mf that does this, there favorite line i wouldnt Do that thats Young. bitch STOPP ' YOUR young minded",0,8D900E86,998,845,310,439,27
Ill fire that nina like its her first day on the job an the bitch over slept,0,90F36C1C,375,41,504,678,68
Ill take yo bitch and make her everybody bitch&#128558;&#128074;,0,A510110F,334,356,546,230,67
Illist bitch alive,0,123F9BD5,65,252,1084,418,81
Im a Single bitch on this Money shit &#128175;&#128184;,1,17ABB3A3,247,272,154,175,17
Im a boogie ass niggahs to these fast hoes,0,19E53F3C,1195,109,1327,391,100
"Im a different nigga...if the pussy good im not tryna fuck for no 20mins..im stopping, backing out it, anything i ca think of to last longer",1,1F76B0C1,417,15,1049,611,20
Im a ghetto ass nigga you suburban,1,0743AF65,478,483,992,33,96
Im a queer.... #mmm,0,3B070828,888,345,1262,333,26
"Im a rich niggaaaaa, i need a rich bitch.",0,08FA7018,864,324,58,136,64
Im a south side niggah fuck around fuck around,1,829D996D,203,532,166,416,19
Im a twat,0,78306B5C,343,45,1405,156,60
Im a westside niggah so you know im rockin wit Game,0,752D5E20,1109,391,1036,233,5
Im about to fuck taylors bitch ass up,0,19BC3914,505,825,939,522,29
Im about to get all the pussy.,0,65C1AD0A,653,77,85,107,92
Im addicted to bad bitches like I never had bitches,0,DD0DD158,445,272,1416,578,53
"Im allowed to trip on my bitch , she cant trip on me tho",0,0B9CC665,362,923,1426,322,7
Im back bitches!!!!!!,0,41C240E2,162,198,402,122,38
Im back to square one . No bitches .no weed a lotta hang ova,0,8EFBC990,710,488,684,498,76
"Im done with life""@Gmel_Genuine: Im just ready to wake up and have pussy for breakfast everyday""",0,93B9CAFC,915,960,470,277,5
Im elated i passed on my creative gene to my daughter but she also got the retarded gene too.,0,F326A5FB,970,293,422,556,59
Im from the 210 you already know bout to bust a flow on this bitch hoe names miguel is chillin with my nigga tono,0,53D0EA56,505,65,796,453,5
Im getting sleepy this water doing a bitch right,0,ECDD019D,298,778,344,571,5
Im glad I met this chick. Reminds me the trash I left behind,0,AD74FE10,57,818,246,33,47
Im hardly on this hoe anymore lol,0,69BA6F12,446,467,869,234,15
"Im ice cube, u can call me the grinch. i got ur list but i aint giving u shit, bitch.",1,E86D4420,631,847,1064,609,42
Im in a full suit bow tie and all at a restaurant &amp; called my frat a bitch ass nigga.Caught myself Bc Im around white ppl staring at me lol,1,944DC8E7,905,375,1335,398,15
Im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! #FOH,0,B946DF68,1109,862,267,191,79
"Im just a young niggah out here chasing ins, til im in the driver seat of my benz",1,6E096D9C,867,58,871,81,92
Im just a young niggah tryna live my life long,0,D6C6F4D9,52,411,1180,640,48
Im just gettin started oh yeah we got it bitch,0,EE8C4148,736,55,212,605,24
Im just in my car jamming to Taylor Swift with my side bitch,0,F71B3B7A,819,424,1470,459,37
Im looking for a reason to really spazz on a bitch (never my lady) but....a bitch none the less lol,0,F6553FCA,969,136,183,5,39
Im mad james let me drink that shit... payback is a bitch,0,E913CAE3,442,877,1047,203,89
"Im married to a retard, must be why we're so good together. Nigga hunching me in his sleep.",1,FCC5D961,1098,823,535,308,4
Im n a tight circle bitch you can't get thru dis loop,0,161AC359,796,332,384,175,16
Im never cuffin unless my bitch grown or act grown. I can't deal wit lil girls nbs,0,BCB15AE3,520,410,150,660,13
Im not tongue kissing these bitches tho,0,7302C0A4,417,263,959,545,24
"Im nt rey talk about a dumbass bitch thats lost in this world, she really need to be saved at save http://t.co/E0JVa37bim try it, it wrks",0,D9FB9863,480,649,1011,39,2
Im only cocky to hoes hmmm i wonder why prolyy cuz i dont fuck wit yall,1,498C57DE,395,415,696,375,55
Im order to be a real nicca you gotta be Real ... Nicca!,0,5387BE16,988,347,1071,218,15
Im prolly wit yo bitch big butt cant fit up in the 6!,0,937E5976,65,101,703,19,2
Im ready for today &#127936;&#128308;&#9898;#iu #iubb #hoosiers #hoosierstate #ncaa #big10 #michigan #gameday #btown&#8230; http://t.co/6g7JNMoW,0,DF485CDD,1028,220,1163,277,83
"Im retarded for real, im sitting here getting mad thinking my daughter ignoring me then I remember she aint here.",0,19A4FFA6,325,524,1429,215,35
"Im rick james bitch, show me ya titties",1,7AEE7BD9,221,388,901,533,65
Im sippin hot tea bitch,0,68180AF3,382,10,967,125,38
Im smoking good n my bitch conceited! --- @JAYREIDOFFICIAL,0,12417B81,656,479,464,693,14
Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.,0,0E5FB094,1032,791,1490,165,70
Im sorry but you didn't have to be a bitch last night.,0,3DE2CAE5,588,842,1053,136,47
"Im sorry, I use to be on that shit, but im not worried about the next bitch #unbothered #threatenwho",0,2A385B82,445,776,590,353,21
Im start askin dese hoe niggas if they got sand in they pussy....,1,D29D2820,859,830,1365,71,13
Im still going trick or treating. Thats free munchies bitch,0,123D9411,225,239,182,381,17
Im such a bitch sometimes&#128553;&#128553;,0,ECC7C7F4,159,7,1258,307,1
Im telling you man! RT @KfromtheG: Roethlisberger got his record expunged and became trash.,0,127707CA,774,97,706,610,31
Im the biggest pussy when it comes to scary stuff,0,143930F4,795,524,894,275,15
Im the man around this bitch baby check out my wrist watch &#8986;&#128130;,0,D8253D56,9,134,963,419,92
Im the niggah she really wanna ride wit,1,289B216D,204,925,721,565,67
Im thinkin about using this beat and yeah I made it too bitch lol http://t.co/HTUk4USZJo,0,D855F1A1,164,880,696,239,99
Im tired of all these weak ass men in my mentions tellin me why it is ok or justified to punch a woman in the face. That shit is bitch made.,0,00883E9F,176,462,1092,629,8
Im tired of seeing this disturbing bitch with 3 tits,0,5CE9ED4D,979,435,909,641,9
Im tired of these bitches actin like they loyal lol,1,4E01A43E,596,209,1406,332,2
Im trying to come back as a fine ass bitch next lifetime....,0,13ADF911,513,969,907,540,34
"Im trying to take the word ""bitch"" outta my vocabulary , hardest shit ever",0,B1405788,949,96,474,218,74
"Im way out of your league hoe, please excuse my ego",1,F1287587,196,296,883,626,42
"Im wearin one of walmart jackets around walmart, is that ghetto? Lmao fuck it.",0,D32BC139,749,921,184,586,18
Im wit yo bitch smokin. Let her keep the mid Imma roll this potent,0,4CC87973,280,72,1078,316,73
Ima be home tomorrow so line up a bitch for me,0,2C14216B,423,657,1215,104,83
Ima have to fuck with my nigga Omar about those weed brownies,0,C9B3533E,918,560,187,323,7
"Ima hypocrite. I'll say ""I dont fuck with hoes"" then 2 days later let a hoe play with my dick in the McDonald's drive thru. Love their fries",0,ADC57775,375,602,552,312,70
Ima kill cay &#128514;&#128557; ugh she stay on my last nerve but I love that's funccy bitch,0,6E6AFEE1,317,564,1172,515,63
Ima knock that pussy out like fight !&#128074;&#128527;&#128064; http://t.co/XvWl4RGD7u,0,98673C6B,611,190,1352,314,78
Ima knock the pussy out like fight night. &#128074;&#128074;,0,ADDECA38,839,82,661,453,80
Ima pull up eat on that pussy and dip &#128525;,1,DCAC4FFB,235,680,612,398,37
Ima pull up eat on that pussy and dip...,0,7B0964F5,698,650,577,657,37
Ima pull up eat on that pussy n dip,0,213B1C59,1075,987,1323,238,58
Ima shmurda dance in that pussy hoe !!,0,E80F9F62,401,690,647,583,87
Ima side bitch from time to time and I stay in my place,1,EE045B7E,661,658,1011,38,84
Ima spread that pussy out like a acre,0,0085C196,841,562,654,439,27
Ima start friend zoning these hoes &#128514;&#128514;&#128514;,0,5968044B,1006,241,911,284,55
Ima tear that pussy UUUUP,0,96D069DF,412,863,598,109,33
Ima trash @ForeverMEM85 in fantasy,0,D60765F3,308,979,875,38,77
Imma get home around 0300 problem is it's a coon leaving the bar that drank 7 shots of crown royal think he still can drive,1,968F0727,300,382,215,340,80
Imma knock the pussy out like fight night,1,2884ACC5,157,372,451,495,56
Imma limit my association with these grade f bitches next year on my life just gone be me and a few ppl don't got time for the BS frfr,0,460FC961,1002,643,768,160,20
Imma treat you how you act ... If you act like a bitch you'll get treated like a bitch,0,13630631,45,395,423,453,7
In 2014 I'm resolved to perfect my bitch face.,0,D7077FC4,671,835,1467,581,37
"In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/nMua12yr2W http://t.co/qi1YqNmemw",0,F0517813,952,230,345,700,56
"In a movie, everybody ain't the star... Need Co stars and extras... &#171;@ChanteGooden I hate hoes that take pride in being the other chick&#187;",0,9AD34AC8,1041,763,679,445,77
"In case you forgot hoe I been up since 4:18 on the dot made 100,000 dollars at work and still haven't slept.",0,C5817C98,1,685,146,359,38
"In class still drunk from last night and this broad is doing a presentation on Chipotle, bitch can I live #tease #feedme",0,AB90AE25,576,379,1494,522,25
In class tearing up like a bitch,0,5A2D42D0,1050,360,661,541,53
In da club makin movies. I feel like tyler perry. Fuckin niggas bitches.dey like why did.i gt married.,0,26B85382,393,332,968,538,58
In elementary school I tied a girl to the tetherball pole with the tetherball cause she was bein a bitch.,1,487280FE,3,283,1261,62,39
In life you must ask yourself...are you a chosen one or a basic bitch? #letsbereal,0,3459E87C,573,440,454,508,96
In my 25 years I've supported more niggas and bitches and they kids and well.. my gratitude has died.,0,531B3BA8,750,715,1341,582,82
